video_id,title,description,channel,query_used,label
x8qOxxZ8-9Q,PREMIUM AIR IN TIRES PRANK ON MY DAD #comedy #short #shorts #viral,,Amaiya Camillo,kids prank videos compilation,Overstimulating
bax2ztTjCd8,Prank calling Apple,,RudyWade,kids prank videos compilation,Overstimulating
FWLCfwCH48c,FAKE WATER CUP PRANK ON MY LITTLE SISTER 🤣 #shorts,,Joe Albanese,kids prank videos compilation,Overstimulating
obQ2GCCTztQ,Bart&#39;s prank to Homer,lol.,MOVIE TART,kids prank videos compilation,Overstimulating
JSJj-guqdOM,GOT HIM! Spirit Halloween prank!! Best store ever really🎃 #shorts,,Merrick Hanna,kids prank videos compilation,Overstimulating
zrRB7lvv9aU,Fnaf Freddy music box prank video (Does this count as a compilation?? It has 4 videos in it.),Har har har har har har har har har har har har har har har har har har har ...,LuckyLilly,kids prank videos compilation,Overstimulating
P3yi8tAt1vY,Replacing Chapstick With Lipstick Prank On Boyfriend! #shorts,Replacing Chapstick With Lipstick Prank On Boyfriend! #shorts.,Kristen & Reafe,kids prank videos compilation,Overstimulating
d4xQ5Q30PdQ,Bushman Prank: Maybe I shouldn&#39;t of...,What up bush fam!! Made a lil compilation for yall!! I hope you enjoy this SHORT and hope you have a great day!!...make sure you ...,Texas BUSHMAN Shorts,kids prank videos compilation,Overstimulating
A_W--pCSvPM,Telekinesis Prank in Public 😂 People Went Crazy😂 #pranks #funny #viral #unitedstates,Ever wondered what people would do if they saw someone moving objects with their mind? Watch this telekinesis prank in ...,Why So Serious? Just Vibe,kids prank videos compilation,Overstimulating
P6qLtVXX4Ug,Scary maze game # prank with wife # addy singh # 😱,,Addy Singh family ,kids prank videos compilation,Overstimulating
YukNAncXzvA,Possessed prank on boyfriend *WAIT FOR END* | Amani &amp; Israel #Shorts,THE ENDING #shorts **SUBSCRIBE FOR MORE YOUTUBE SHORTS FROM US** ⬇️ Follow us on Instagram & TikTok ...,Amani Alzubi,kids prank videos compilation,Overstimulating
NNDqck5c3Is,Making The World&#39;s MOST COLORFUL Slime 🌈,shop our slimes here: https://snoopslimes.co/ website restocks EVERY FRIDAY at 6:00pm CST / 7:00pm EST Subscribe to ...,Snoopslimes,kids slime videos satisfying,Overstimulating
rD9BPF3j5wk,Satisfying Slime ASMR | Relaxing Slime Videos Compilation No Talking No Music No Voiceover,20 minutes of The Most Oddly Satisfying Slime ASMR Videos | Relaxing Satisfying Slime 2025 suggest video ideas: ...,Talisa Tossell,kids slime videos satisfying,Overstimulating
hx2U33ff_9Y,HAND IN SLIME FOR 8 HOURS?!,,Snoopslimes,kids slime videos satisfying,Overstimulating
lcPTDc9vHkE,Satisfying Slime ASMR | Relaxing Slime Videos Compilation No Talking No Music No Voiceover,20 minutes of The Most Satisfying Slime ASMR Videos | Relaxing Oddly Satisfying Slime 2023. code SAVE20 20% off to buy slime ...,Talisa Tossell,kids slime videos satisfying,Overstimulating
bHyclqdbpgk,Making ONLY PURPLE Slime 💜,shop our slimes here → https://snoopslimes.co/ » website restocks EVERY FRIDAY at 6:00pm CST / 7:00pm EST ...,Snoopslimes,kids slime videos satisfying,Overstimulating
Gutewy2GE2U,Satisfying Slime ASMR | Relaxing Slime Videos Compilation No Talking,"Satisfying & Relaxing Slime Videos that are Oddly Satisfying. I did an ""i tried asmr"" video with just slime as I got lots of request, ...",Talisa Tossell,kids slime videos satisfying,Overstimulating
CrpT5Mem2Do,AI Cloud Slime #satisfying #slime,,Slime Glitterz,kids slime videos satisfying,Overstimulating
DNUwEOQTSzU,Day 25 of Adding Sand to Slime!,,Peachybbies,kids slime videos satisfying,Overstimulating
SLw74rF7uVU,Slime Pigments my Boss Rejected 😡,Subscribe Here: https://www.youtube.com/c/Peachybbies/?sub_confirmation=1 Order slime at: https://www.peachybbies.com/ ...,Peachybbies,kids slime videos satisfying,Overstimulating
EWCQcJQVaEw,DIY Satisfying Slime for Kids! ✨ Princess Power #shorts,"When in doubt, add glitter This slime is pineapple perfection! Princess Power is now streaming on Netflix. #shorts SUBSCRIBE: ...",Netflix Jr.,kids slime videos satisfying,Overstimulating
KSVjdrc48ZM,Slime STACKING Challenge 😂,Business Email: onyxfamily@underscoretalent.com ▶︎ Business Email: onyxfamily@underscoretalent.com.,Onyx Family,kids slime videos satisfying,Overstimulating
6ZF4a5n3Nko,Intensely Satisfying Slime Pours!,Subscribe Here: https://www.youtube.com/c/Peachybbies/?sub_confirmation=1 Order slime at: https://www.peachybbies.com/ ...,Peachybbies,kids slime videos satisfying,Overstimulating
AJQ_pisrPEA,Things to NEVER ADD to SLIME! 😱😳 Adding TOO MANY ingredients *satisfying DIY slime asmr*,"Things to NEVER ADD to SLIME! Adding TOO MANY ingredients into slime l*satisfying DIY slime asmr* In this slime shorts, ...",Chillin' with Rachel 💛,kids slime videos satisfying,Overstimulating
optQMUU6OeM,Satisfying Slime ASMR | Relaxing Slime Videos Compilation No Talking No Music No Voiceover,20 minutes of The Most Oddly Satisfying Slime ASMR Videos | Relaxing Satisfying Slime 2025 suggest video ideas: ...,Talisa Tossell,kids slime videos satisfying,Overstimulating
raeO0EbfrNw,Making Slime While BLINDFOLDED 🫢,shop our slimes here → https://snoopslimes.co/ » website restocks EVERY FRIDAY at 6:00pm CST / 7:00pm EST ...,Snoopslimes,kids slime videos satisfying,Overstimulating
OEyoFoeQmno,Sour Patch Kids Slime - Mixing Makeup Eyeshadow Into Slime ASMR,Hope you enjoy today's video based on the popular candy Sour Patch Kids makeup! ~ ❤️ Lena #slime #asmr #satisfying ...,Lena Slime,kids slime videos satisfying,Overstimulating
KZ4XEzkWEfc,Guess The SLIME Challenge 🤫 #shorts,Business Email: onyxfamily@underscoretalent.com.,Onyx Kids,kids slime videos satisfying,Overstimulating
-q-jS9ftgew,Most Oddly Satisfying Slime Videos to watch before sleep,Most Oddly Satisfying Slime Videos to watch before sleep Need to fall asleep? Then watch these satisfying slime videos from ...,Onyx Kids,kids slime videos satisfying,Overstimulating
44HzV3R-SIY,BLUE vs PINK STITCH | Mixing random into Glossy Slime I Relaxing slime videos,Follow Satisfying Slime Videos: Youtube: https://www.youtube.com/SatisfyingSlimeVideos.,Satisfying Slime Videos,kids slime videos satisfying,Overstimulating
B4JnkEQ8Jzc,Can You Make Slime With TINY HANDS ✋,shop our slimes here → https://snoopslimes.co/ » website restocks EVERY FRIDAY at 6:00pm CST / 7:00pm EST ...,Snoopslimes,kids slime videos satisfying,Overstimulating
7yTJXLq-WyI,Suri &amp; Annie Pretend Play Making Satisfying Slime Art Project,Suri and Annie pretend play making slime! They go to their Auntie's place and she helps me mix and make satisfying slime.,Kids Play,kids slime videos satisfying,Overstimulating
PPiWhzyEbLE,1 hour Oddly Satisfying Slime ASMR for Sleep and Relaxation | No Talking,1 hour of The Most Satisfying Slime ASMR Videos | 60 minute Relaxing BEST Satisfying Slime 2024 suggest video ideas: ...,Talisa Tossell,kids slime videos satisfying,Overstimulating
Z5HaNWb84w8,AI Ocean Slime 🏝️ #slime,,Slime Glitterz,kids slime videos satisfying,Overstimulating
yKesP0z3dS0,ASMR slime 💜🦄💜 #slimeworld #asmr #slime #asmrslime #video #asmrvideo,,Slime World,kids slime videos satisfying,Overstimulating
aCTWuWT2f_4,Can you Make Slime Without Mixing It?,Subscribe Here: https://www.youtube.com/c/Peachybbies/?sub_confirmation=1 Order slime at: https://www.peachybbies.com/ ...,Peachybbies,kids slime videos satisfying,Overstimulating
LhMwd0JzTXA,Satisfying Slime ASMR | Relaxing Slime Videos Compilation No Talking No Music No Voiceover,20 minutes of The Most Oddly Satisfying Slime ASMR Videos | Relaxing Satisfying Slime 2025 suggest video ideas: ...,Talisa Tossell,kids slime videos satisfying,Overstimulating
c3zanuOVKXI,💅 Other Uses For Slime,shop our slimes here → https://snoopslimes.co/ » website restocks EVERY FRIDAY at 6:00pm CST / 7:00pm EST ...,Snoopslimes,kids slime videos satisfying,Overstimulating
4SPKSIQJphA,Satisfying With Unboxing &amp; Review Miniature Cooking Slime Set Video l ASMR Videos,Satisfying With Unboxing & Review Miniature Cooking Slime Set Video l ASMR Videos.,Dolly Toy,kids slime videos satisfying,Overstimulating
7zSS07f_LVc,NO ONE BOUGHT MY SLIME! 😱😭 *diy satisfying asmr*,"NO ONE BOUGHT MY SLIME! *diy satisfying asmr* In this slime shorts, I show how to make a DIY frog themed crunchy slime ...",Chillin' with Rachel 💛,kids slime videos satisfying,Overstimulating
bqwS8aUmwOM,3 Hours Of Oddly Satisfying Slime ASMR - Relaxing Videos for Better Sleep 3532,Satisfying Slime ASMR is the best way to get relaxation and satisfaction. Watch these 3 hours relaxing slime videos today to enjoy ...,CSM Relaxing,kids slime videos satisfying,Overstimulating
yuFwErfsnTM,Satisfying Slime ASMR | Relaxing Slime Videos Compilation No Talking No Music No Voiceover,20 minutes of The Most Satisfying Slime ASMR Videos | Relaxing Oddly Satisfying Slime 2023 some of the best asmr clips on the ...,Talisa Tossell,kids slime videos satisfying,Overstimulating
A7hZza4wpdY,Jannie and Emma Pretend Play How to Make Slime for Kids,Jannie and Emma make watermelon chocolate slime! They use a real watermelon and put slime inside. Ellie and Uncle really ...,Toys and Colors,kids slime videos satisfying,Overstimulating
sSmnRS7buE4,3 Hours Of Oddly Satisfying Slime ASMR - Relaxing Videos for Better Sleep 3391,Satisfying Slime ASMR is the best way to get relaxation and satisfaction. Watch these 3 hours relaxing slime videos today to enjoy ...,CSM Relaxing,kids slime videos satisfying,Overstimulating
xe9N-Cl-kgU,Jannie&#39;s Magic Slime Creation Experiment!,"Jannie discovers her slime is accidentally mixed with kinetic sand! She tries to fix it but can't. Jannie notices her uncle, who has ...",Toys and Colors,kids slime videos satisfying,Overstimulating
2VWmdehKCPo,OVER 1 HOUR Of Slime Mixing!!,Hi Guys!! Today I have over 1 hour for you of my best slime mixing vids. I picked out these videos for special slime smoothie ...,Doctor Squish,kids slime videos satisfying,Overstimulating
3gBb0WgzxvY,Satisfying with Unboxing &amp; Review Miniature Slime Set Toys Kitchen Video | ASMR Videos,Thank you for watching. #satisfying #unboxing #ASMR #shorts.,namu rainbow toys,kids slime videos satisfying,Overstimulating
pis5T24IsKI,Best Oddly Satisfying Slime ASMR 💖,Best Oddly Satisfying Slime ASMR Subscribe to: @SatisVid All content is licensed by Satisfying Media B.V. Subscribe to us on ...,SatisVid,kids slime videos satisfying,Overstimulating
EPWZVmBlx7o,WATERMELON  vs GOLD! Mixing Random into GLOSSY Slime ! Satisfying Slime Video #447,Subscribe for More Videos: https://www.youtube.com/channel/UCf_yX_bCVxltI-xljSOXfAw/,Nastya Slime,kids slime videos satisfying,Overstimulating
Kd5BfHFW4vw,Most Satisfying ASMR Slime for Relaxing | 20 minute Slime Videos for Sleep No Talking No Music,20 minutes of The Most Satisfying Slime ASMR Videos | Relaxing Oddly Satisfying rainbow Slime 2024 suggest video ideas: ...,Talisa Tossell,kids slime videos satisfying,Overstimulating
r25DlDLEGXs,Satisfying Slime ASMR Videos | Relaxing Slime No Talking 3822,"In this video you'll see: poking, stretching, folding, mixing, crunchy pops, bubble cracks and more satisfying textures for sleep, ...",CSM Relaxing,kids slime videos satisfying,Overstimulating
ICsR586a6To,Make slime with meee,,Alicia Sicz,kids slime videos satisfying,Overstimulating
e_JE7tVyhWE,Making Slime with Piping Bags! Most Satisfying Slime Video★ASMR★#ASMR #PipingBags,Making Slime with Piping Bags! Most Satisfying Slime Video☆ASMR☆#ASMR #PipingBags : ☆The goal in 100000 subscriber ...,jenny slime,kids slime videos satisfying,Overstimulating
48AnACeIXwQ,Testing Viral TikTok Slime Trends,"Testing 3 Viral Slime Trends: Rainbow Slime, Adding A Whole Can of Shaving Cream and Too Much Glitter! ✨ We're back with ...",Slime Glitterz,kids slime videos satisfying,Overstimulating
KRxhXT2mtpU,ASMR Slime Video l How To Make Rainbow PEPPA PIG Bathtub With Glitter Slime | Best Of Yo Yo Idea,ASMR Slime Video l How To Make Rainbow PEPPA PIG Bathtub With Glitter Slime | Best Of Yo Yo Idea SEE MORE: Paw Patrol ...,Yo Yo Kinetic Sand,kids slime videos satisfying,Overstimulating
0noH9vQTEsU,Magnetic Slime! Emma &amp; Andrea Do Slime Science Experiments!,Emma and Andrea are making magnetic sparkle slime with Uncle! You can watch more Toys and Colors Kaleidoscope City on ...,Toys and Colors,kids slime videos satisfying,Overstimulating
lzeTxgTmS6o,Shredding MEGA Slime Ball! Oddly Satisfying Video!,"Dropping Slime Ball and other crunchy & soft things into the shredder! Most of them have very oddly satisfying, ASMR sound!",Gojzer,kids slime videos satisfying,Overstimulating
SpFj99NzsLs,Satisfying Video l Mixing All My Slime Smoothie In Rainbow Baby Shark Bath Cutting ASMR | By YoYo,Satisfying Video l Mixing All My Slime Smoothie In Rainbow Baby Shark Bath Cutting ASMR | By YoYo Hi friends! Welcome to Yo ...,Yo Yo Kinetic Sand,kids slime videos satisfying,Overstimulating
sqqfVVcCiAY,STRAWBERRY SLIME | Mixing makeup and glitter into Clear Slime | Satisfying Slime Videos 1080p,STRAWBERRY SLIME | Mixing makeup and glitter into Clear Slime | Satisfying Slime Videos 1080p The goal is 250 000 followers ...,ASMR Slime Makeup,kids slime videos satisfying,Overstimulating
6QPwkub-wos,Satisfying Slime ASMR | Relaxing Slime Videos 491 #shorts #asmr #slime #satisfying #491,,Satisfying ASMR,kids slime videos satisfying,Overstimulating
DYBW_krwf7g,Satisfying STITCH Universe | 2 Hours Satisfying Slime ASMR | STITCH Mixing Random Into Glossy Slime,Satisfying STITCH Universe | 2 Hours Satisfying Slime ASMR | STITCH Mixing Random Into Glossy Slime Welcome to the ultimate ...,LiLi Slime,kids slime videos satisfying,Overstimulating
VaXmeauxENs,ASMR Toy Unboxing | Cocomelon &amp; Sprunki Doctor Set Toys for Relaxing Sounds,"Relax and enjoy this ASMR unboxing of the Cocomelon & Sprunki Doctor Set Toys. Listen to satisfying toy sounds, playful ...",Subi Unboxing Toys,kids toy unboxing fast,Overstimulating
5IXrlWE9PGA,Satisfying with Unboxing &amp; Review Miniature Kitchen Set Toys Cooking Video | ASMR Videos,Satisfying with Unboxing & Review Miniature Kitchen Set Toys | ASMR Videos ♡ Thank you for watching my video. ♡ Please ...,CUTE TOYS,kids toy unboxing fast,Overstimulating
hlnN8HQ4RNs,Mini police Car And Rc Super Car Unboxing🔥😍,Mini police Car And Rc Super Car Unboxing     #policecar #supercars #shortsfeed #shorts #unboxing Disclaimer ÷ This video is ...,Smart Toy’s Capture,kids toy unboxing fast,Overstimulating
hDkTz75lh7Y,Batcave Playset Kids Toy Unboxing and Play with Vlad &amp; Niki,ad Vlad and Niki play with Imaginext DC Super Friends Super Surround Batcave - The Largest and most interactive Batcave ...,Vlad and Niki,kids toy unboxing fast,Overstimulating
V-H8pMIqCHU,Satisfying with Unboxing Kitchen Sink Playset，Sanrio Cooking toy ASMR Review Toys,"Hello guys, Welcome to ToyToy Unboxing Channel Thank you very much for your support! Don't forget to subscribe to our channel ...",ToyToy Unboxing,kids toy unboxing fast,Overstimulating
ZAsvCBf4pz4,[ASMR] UNBOXING THE *NEW* MYSTERY COOKEEZ MAKERY *FREEZY FRIDGE!!*🫢🥶❄️⁉️ (MUST SEE!!😵) #Shorts,Today's #asmr #shorts video is the NEW Cookeez Makery FREEZY FRIDGE!!    ❄️⁉️ Join RHIA SQUAD to get access to ...,Rhia Official,kids toy unboxing fast,Overstimulating
KsaGjQDxjJQ,30 Minutes Satisfying with Unboxing Peppa Pig Cruise Ship Playset 🚢 Boat Toy ASMR Review Toys,30 Minutes Satisfying with Unboxing Peppa Pig Cruise Ship Playset Boat Toy ASMR Review Toys Settle in for 30 minutes of ...,BuBu Toys ASMR,kids toy unboxing fast,Overstimulating
S9UmELPQUqM,Satisfying with Unboxing &amp; Review Miniature Fidget Board Toys Kitchen Video | ASMR Videos,Thank you for watching. #satisfying #unboxing #ASMR #shorts.,namu rainbow toys,kids toy unboxing fast,Overstimulating
CTByqqMNb1c,"60 Minutes Ultimate Cooking Toys Playset, Satisfying Unboxing Kitchen Set ASMR | Tina Review","60 Minutes Ultimate Cooking Toys Playset, Satisfying Unboxing Kitchen Set ASMR | Tina Review Popular Playlist: All Videos ...",Tina Unboxing Toys,kids toy unboxing fast,Overstimulating
NZqj5H19HFU,Hot Wheels Collection Unboxing Toy Review ASMR | Hot Wheels City Ultimate T-Rex Transporter Playset,Hot Wheels Collection Unboxing Toy Review ASMR | Hot Wheels City Ultimate T-Rex Transporter Playset In this unboxing video ...,Turbo Track Toy,kids toy unboxing fast,Overstimulating
1rXYbn0ffIY,🚅 Bullet Train Remote Control Unboxing | RC Train,Bullet Train Remote Control Unboxing | RC Train Disclaimer ÷ This video is only entertainment purposes copyright disclaimer ...,Rainbow Toy Tv,kids toy unboxing fast,Overstimulating
jnWBzRBx2t4,"Nostalgia Video Shopkins Food Fair Candy Jar Blind Bag Box Unboxing Season 1 , 2 , 3 Exclusive","Hi Cookie fans, never miss one of my videos... SUBSCRIBE: ...",CookieSwirlC,kids toy unboxing fast,Overstimulating
fl2WfNoJJHk,Super Cute Disney Frozen Elsa Kitchen Playset | Satisfying with Unboxing Toys Collection ASMR,"Super Cute Disney Frozen Elsa Kitchen Playset Elsa Toys Collection, Elsa Cooking Game, Frozen Kitchen Set Minnie Mouse ...",My Cute Toys,kids toy unboxing fast,Overstimulating
dYPOV9LErns,Various Ride On Toy Vehicles for Kids,Various Ride On Toy Vehicles for Kids Hi Parents. This video is supposed to review and show the toys functions in an entertaining ...,Kidibli (Kinder Spielzeug Kanal),kids toy unboxing fast,Overstimulating
TvTu9TNu7D4,Toy Learning Video for Kids - Disney Cars Color Change Race Championship!,"Toy Learning Video for Kids - Disney Cars Color Change Race Championship! In today's educational video for kids, we have ...",Genevieve's Playhouse - Learning Videos for Kids,kids toy unboxing fast,Overstimulating
